Service Line Locality,Street Address,Zip Code,State,"Lead Gooseneck, Pigtail or Connector Currently Present",Current Public Side SL Material,Was Public SL Material Ever Previously Lead,Public SL Material Verification Method,Public SL Installation or Replacement Date,Public SL Size,Customer SL Material,Customer SL Material Verification Method,Lead Solder Present,Building Type,POU or POE Treatment Present,Customer SL Installation or Replacement Date,Customer SL Size,SL Category,Note,Location
Poughkeepsie,18  BRIARWOOD DRIVE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.93142 41.64613)
Poughkeepsie,28  CATHY ROAD,12603,NY,No,Lead including lead-lined galvanized,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92385 41.67708)
Poughkeepsie,31  TAMARACK HILL DR.,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.85587 41.72137)
Poughkeepsie,72  EAST CEDAR STREET,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.91565 41.72198)
Poughkeepsie,356  VIOLET AVENUE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.90928 41.73672)
Poughkeepsie,98  FULTON AVENUE,12603,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.90551 41.6925)
Poughkeepsie,46  EASTERN PARKWAY,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.85706 41.71079)
Poughkeepsie,29  WEST CEDAR STREET,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92479 41.72035)
Poughkeepsie,15  EAST DOGWOOD DRIVE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.93084 41.64871)
Poughkeepsie,125  VIOLET AVENUE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91077 41.72352)
Poughkeepsie,28  BUCKINGHAM AVENUE,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.91789 41.7174)
Poughkeepsie,80  SUNSET AVENUE,12601,NY,No,Unknown but could be lead,Yes,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92568 41.72619)
Poughkeepsie,526  HAIGHT AVENUE,12603,NY,No,Unknown but could be lead,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.89827 41.69486)
Poughkeepsie,77  FAIRVIEW AVENUE,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92158 41.71929)
Poughkeepsie,30  KELSEY ROAD,12601,NY,No,Copper,Yes,Records,TRUE,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91914 41.71698)
Poughkeepsie,12  WEST DOGWOOD DRIVE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.93178 41.6496)
Poughkeepsie,3  BRIARWOOD DRIVE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.93166 41.64781)
Poughkeepsie,33  KOHLANARIS DRIVE,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.9188 41.71911)
Poughkeepsie,15  VALLEY VIEW ROAD,12603,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91594 41.66741)
Poughkeepsie,118  EAST CEDAR STREET,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.9109 41.72238)
Poughkeepsie,21  DELAVAL PLACE,12601,NY,No,Unknown but unlikely lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.90286 41.70396)
Poughkeepsie,4  EASTERN PARKWAY,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.85926 41.71241)
Poughkeepsie,27  SHARON DRIVE,12603,NY,No,Copper,Yes,Excavation,TRUE,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92636 41.6795)
Poughkeepsie,42  SKYVIEW DRIVE,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.85594 41.71286)
Poughkeepsie,14  EASTERN PARKWAY,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.85882 41.7121)
Poughkeepsie,194  WILBUR BLVD,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91506 41.66642)
Poughkeepsie,7  CATHY ROAD,12603,NY,No,Lead including lead-lined galvanized,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92412 41.67921)
Poughkeepsie,39  WOODLAWN AVENUE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91979 41.72304)
Poughkeepsie,47  TAMARACK HILL DR.,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.85544 41.72359)
Poughkeepsie,64  DAVIS AVENUE,12603,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.89509 41.69281)
Poughkeepsie,477  HAIGHT AVENUE,12603,NY,No,Unknown but could be lead,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.90275 41.69446)
Poughkeepsie,26  STREIT AVENUE,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Lead including lead-lined galvanized,Not Verified,,,,,,,,POINT (-73.90491 41.6952)
Poughkeepsie,"0  MARIST LOWELL PIT (2"")",12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.89252 41.72434)
Poughkeepsie,30  WOODLAWN AVENUE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91967 41.72212)
Poughkeepsie,66  OAKDALE AVENUE,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91602 41.71839)
Poughkeepsie,541  HAIGHT AVENUE (DENTIST),12603,NY,No,Unknown but could be lead,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.89696 41.69494)
Poughkeepsie,17  WEST END AVENUE,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.85969 41.71247)
Poughkeepsie,57  FLOWER HILL ROAD,12603,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92341 41.657)
Poughkeepsie,238  WILBUR BLVD,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91951 41.66198)
Poughkeepsie,26  WOODCLIFF AVENUE,12603,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.89821 41.69721)
Poughkeepsie,30  WEST DOGWOOD DRIVE,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.93287 41.64792)
Poughkeepsie,41  FLOWER HILL ROAD,12603,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92217 41.65588)
Poughkeepsie,39  RAYMOND AVENUE (ZIMMER'S),12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Lead including lead-lined galvanized,Not Verified,,,,,,,,POINT (-73.90108 41.69272)
Poughkeepsie,28  ZIEGLER AVENUE,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.90586 41.68682)
Poughkeepsie,14  WEST CEDAR STREET,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92333 41.72051)
Poughkeepsie,16  WOODCLIFF AVENUE,12603,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.89735 41.69666)
Poughkeepsie,43  ZIEGLER AVENUE,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.90539 41.68831)
Poughkeepsie,44  TAMARACK HILL DR.,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.85556 41.72303)
Poughkeepsie,23  MOREHOUSE ROAD,12603,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92231 41.6774)
Poughkeepsie,63  BUCKINGHAM AVENUE,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.91801 41.71981)
Poughkeepsie,21  SKYVIEW DRIVE,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.85627 41.71564)
Poughkeepsie,29  LAGRANGE AVENUE,12603,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.89827 41.69251)
Poughkeepsie,50  RAYMOND (CLEANERS),12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Lead including lead-lined galvanized,Not Verified,,,,,,,,POINT (-73.90058 41.69226)
Poughkeepsie,18  MARINO ROAD,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.93034 41.64542)
Poughkeepsie,5  LINDBERGH PLACE,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Lead including lead-lined galvanized,Not Verified,,,,,,,,POINT (-73.90344 41.7051)
Poughkeepsie,279  VIOLET AVENUE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91034 41.73087)
Poughkeepsie,2  YALE COURT,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.86225 41.72065)
Poughkeepsie,178  VIOLET AVENUE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91087 41.72687)
Poughkeepsie,25  SHARON DRIVE,12603,NY,No,Copper,Yes,Excavation,TRUE,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92645 41.67938)
Poughkeepsie,191  VIOLET AVENUE 20121519-00,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91158 41.72784)
Poughkeepsie,1  HARMONY CIRCLE,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.84763 41.71391)
Poughkeepsie,35  CATHY ROAD,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.92378 41.67589)
Poughkeepsie,65  VIOLET AVENUE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91141 41.71954)
Poughkeepsie,11  MARINO ROAD,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.93026 41.64603)
Poughkeepsie,8  FLOWER HILL ROAD,12603,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.9237 41.65771)
Poughkeepsie,4  MC ALPINE DRIVE,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.93281 41.64428)
Poughkeepsie,109  VIOLET AVENUE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91064 41.72271)
Poughkeepsie,42  STREIT AVENUE,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Lead including lead-lined galvanized,Not Verified,,,,,,,,POINT (-73.90522 41.6943)
Poughkeepsie,38  VALLEY VIEW ROAD,12603,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.9183 41.66512)
Poughkeepsie,352  VIOLET AVENUE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.90925 41.73649)
Poughkeepsie,131  VIOLET AVENUE  (HOUSE),12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91106 41.72438)
Poughkeepsie,36  WILMAR TERRACE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91847 41.71842)
Poughkeepsie,11  -12 WOODY'S WAY (11-12),12601,NY,No,Unknown but unlikely lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.9247 41.68053)
Poughkeepsie,136  VIOLET AVENUE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91086 41.72488)
Poughkeepsie,9  ANTHONY DRIVE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.93028 41.64738)
Poughkeepsie,29  SCHOOLHOUSE LANE,12603,NY,No,Unknown but could be lead,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92736 41.66006)
Poughkeepsie,38  SKYVIEW DRIVE,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.8557 41.71365)
Poughkeepsie,140  150 HUDSON AVENUE EXT,12601,NY,No,Unknown but unlikely lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.90808 41.70877)
Poughkeepsie,41  RAYMOND AVE (POST OFFICE),12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Lead including lead-lined galvanized,Not Verified,,,,,,,,POINT (-73.90078 41.69259)
Poughkeepsie,3  VALLEY VIEW ROAD,12603,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91482 41.66804)
Poughkeepsie,19  CHERRY LANE,12601,NY,No,Copper,No,Excavation,,,Unknown,Not Verified,,,,,,,,POINT (-73.92328 41.73716)
Poughkeepsie,62  LAGRANGE AVENUE(CEMETERY),12603,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.89511 41.69176)
Poughkeepsie,15  TREADWELL CIRCLE,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91961 41.71986)
Poughkeepsie,21  MC ALPINE DRIVE,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.93252 41.64644)
Poughkeepsie,19  MC ALPINE DRIVE,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.93255 41.64621)
Poughkeepsie,774  MAIN STREET,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.9021 41.69606)
Poughkeepsie,21  WOODLAWN AVENUE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91964 41.72189)
Poughkeepsie,52  DAVIS AVENUE,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.89621 41.69307)
Poughkeepsie,27  TAMARACK HILL DR.,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.85596 41.72086)
Poughkeepsie,300  HOOKER AVENUE,12603,NY,No,Unknown but could be lead,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.90699 41.68497)
Poughkeepsie,39  SCHOOLHOUSE LANE,12603,NY,No,Unknown but could be lead,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.9259 41.65982)
Poughkeepsie,244  WILBUR BLVD,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92021 41.66082)
Poughkeepsie,26  HARMONY CIRCLE,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.8482 41.71501)
Poughkeepsie,5  MARINO ROAD,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.93019 41.64663)
Poughkeepsie,44  WOODLAWN AVENUE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91983 41.72331)
Poughkeepsie,16  MC ALPINE DRIVE,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.93262 41.64567)
Poughkeepsie,12  KOHLANARIS DRIVE,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92037 41.7191)
Poughkeepsie,65  TAMARACK HILL DR.,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.85588 41.72465)
Poughkeepsie,825  MAIN STREET-RESTAURANT,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Lead including lead-lined galvanized,Not Verified,,,,,,,,POINT (-73.89784 41.69579)
Poughkeepsie,86  SUNSET AVENUE,12601,NY,No,Unknown but could be lead,Yes,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92572 41.7265)
Poughkeepsie,22  STREIT AVENUE,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Lead including lead-lined galvanized,Not Verified,,,,,,,,POINT (-73.90483 41.69542)
Poughkeepsie,15  SANTA ANNA DRIVE,12603,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92399 41.67532)
Poughkeepsie,27  LEWIS AVENUE,12603,NY,No,Unknown but could be lead,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.90369 41.69469)
Poughkeepsie,6  DENVER PLACE,12601,NY,No,Copper,Yes,Records,TRUE,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91854 41.71699)
Poughkeepsie,39  ZIEGLER AVENUE,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.90549 41.68799)
Poughkeepsie,37  HARMONY CIRCLE,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.84748 41.71549)
Poughkeepsie,43  VIOLET AVENUE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91299 41.7185)
Poughkeepsie,108  FAIRVIEW AVENUE,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92237 41.72144)
Poughkeepsie,18  WEST CEDAR STREET,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.9237 41.72047)
Poughkeepsie,33  SKYVIEW DRIVE,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.85519 41.71533)
Poughkeepsie,265  VIOLET AVENUE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.9105 41.72998)
Poughkeepsie,35  LAGRANGE AVENUE,12603,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.89779 41.6924)
Poughkeepsie,164  WILBUR BLVD,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91415 41.67033)
Poughkeepsie,20  DAVIS AVENUE,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.89919 41.69364)
Poughkeepsie,13  SKYVIEW DRIVE,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.85666 41.71446)
Poughkeepsie,21  SCHOOLHOUSE LANE,12603,NY,No,Unknown but could be lead,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92791 41.6604)
Poughkeepsie,2609  2627 SOUTH ROAD,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.93044 41.66782)
Poughkeepsie,9  LINDBERGH PLACE,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Lead including lead-lined galvanized,Not Verified,,,,,,,,POINT (-73.90313 41.70505)
Poughkeepsie,36  EASTERN PARKWAY,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.85763 41.71122)
Poughkeepsie,15  EAST CEDAR STREET,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.92063 41.72106)
Poughkeepsie,28  VIOLET AVENUE (CREEDEN),12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91364 41.71773)
Poughkeepsie,37  LINDBERGH PLACE,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Lead including lead-lined galvanized,Not Verified,,,,,,,,POINT (-73.90079 41.70459)
Poughkeepsie,35  SCHOOLHOUSE LANE,12603,NY,No,Unknown but could be lead,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92645 41.65977)
Poughkeepsie,4  CHERRY LANE,12601,NY,No,Copper,No,Excavation,,,Unknown,Not Verified,,,,,,,,POINT (-73.92314 41.73716)
Poughkeepsie,80  OAKDALE AVENUE,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91606 41.71911)
Poughkeepsie,110  OAKDALE AVENUE,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91611 41.7212)
Poughkeepsie,65  SUNSET AVENUE,12601,NY,No,Unknown but could be lead,Yes,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.92551 41.72516)
Poughkeepsie,30  EILEEN BOULEVARD,12603,NY,No,Copper,No,Records,,,Unknown,Not Verified,,,,,,,,POINT (-73.85887 41.71082)
Poughkeepsie,12  VALLEY VIEW ROAD,12603,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91516 41.66814)
Poughkeepsie,35  BRIARWOOD DRIVE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.93164 41.64444)
Poughkeepsie,40  DAVIS AVENUE,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.89735 41.69332)
Poughkeepsie,34  VALLEY VIEW ROAD,12603,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91805 41.66554)
Poughkeepsie,68  BUCKINGHAM AVENUE,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.91805 41.72032)
Poughkeepsie,11  EAST CEDAR STREET,12601,NY,No,Unknown but unlikely lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.92094 41.72097)
Poughkeepsie,91  VIOLET AVENUE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91055 41.7209)
Poughkeepsie,8  EAST CEDAR STREET,12601,NY,No,Unknown but unlikely lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.92137 41.72084)
Poughkeepsie,228  WILBUR BLVD,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Unknown but could be lead,Not Verified,,,,,,,,POINT (-73.91798 41.66293)
Poughkeepsie,10  DELAVAL PLACE,12601,NY,No,Unknown but unlikely lead,No,Not Verified,,,Unknown,Not Verified,,,,,,,,POINT (-73.90386 41.70424)
